"Step","smart-paper-27 - train/ce_loss","smart-paper-27 - train/ce_loss__MIN","smart-paper-27 - train/ce_loss__MAX"
"5520","0.030517578125","0.030517578125","0.030517578125"
"5530","0.04052734375","0.04052734375","0.04052734375"
"5540","0.041015625","0.041015625","0.041015625"
"5550","0.034423828125","0.034423828125","0.034423828125"
"5560","0.02197265625","0.02197265625","0.02197265625"
"5570","0.053955078125","0.053955078125","0.053955078125"
"5580","0.06591796875","0.06591796875","0.06591796875"
"5590","0.047607421875","0.047607421875","0.047607421875"
"5600","0.052490234375","0.052490234375","0.052490234375"
"5610","0.051513671875","0.051513671875","0.051513671875"
"5620","0.037353515625","0.037353515625","0.037353515625"
"5630","0.027587890625","0.027587890625","0.027587890625"
"5640","0.0595703125","0.0595703125","0.0595703125"
"5650","0.0179443359375","0.0179443359375","0.0179443359375"
"5660","0.036376953125","0.036376953125","0.036376953125"
"5670","0.037841796875","0.037841796875","0.037841796875"
"5680","0.061767578125","0.061767578125","0.061767578125"
"5690","0.02197265625","0.02197265625","0.02197265625"
"5700","0.037109375","0.037109375","0.037109375"
"5710","0.02734375","0.02734375","0.02734375"
"5720","0.0390625","0.0390625","0.0390625"
"5730","0.0225830078125","0.0225830078125","0.0225830078125"
"5740","0.043212890625","0.043212890625","0.043212890625"
"5750","0.053466796875","0.053466796875","0.053466796875"
"5760","0.019287109375","0.019287109375","0.019287109375"
"5770","0.05419921875","0.05419921875","0.05419921875"
"5780","0.03125","0.03125","0.03125"
"5790","0.05908203125","0.05908203125","0.05908203125"
"5800","0.059326171875","0.059326171875","0.059326171875"
"5810","0.0274658203125","0.0274658203125","0.0274658203125"
"5820","0.0257568359375","0.0257568359375","0.0257568359375"
"5830","0.036865234375","0.036865234375","0.036865234375"
"5840","0.07275390625","0.07275390625","0.07275390625"
"5850","0.039794921875","0.039794921875","0.039794921875"
"5860","0.0537109375","0.0537109375","0.0537109375"
"5870","0.0257568359375","0.0257568359375","0.0257568359375"
"5880","0.03125","0.03125","0.03125"
"5890","0.036376953125","0.036376953125","0.036376953125"
"5900","0.01904296875","0.01904296875","0.01904296875"
"5910","0.051025390625","0.051025390625","0.051025390625"
"5920","0.037109375","0.037109375","0.037109375"
"5930","0.055908203125","0.055908203125","0.055908203125"
"5940","0.035400390625","0.035400390625","0.035400390625"
"5950","0.020263671875","0.020263671875","0.020263671875"
"5960","0.166015625","0.166015625","0.166015625"
"5970","0.0654296875","0.0654296875","0.0654296875"
"5980","0.05322265625","0.05322265625","0.05322265625"
"5990","0.023681640625","0.023681640625","0.023681640625"
"6000","0.02587890625","0.02587890625","0.02587890625"
"10","0.0615234375","0.0615234375","0.0615234375"
"20","0.030029296875","0.030029296875","0.030029296875"
"30","0.036376953125","0.036376953125","0.036376953125"
"40","0.030029296875","0.030029296875","0.030029296875"
"50","0.0654296875","0.0654296875","0.0654296875"
"60","0.0419921875","0.0419921875","0.0419921875"
"70","0.032958984375","0.032958984375","0.032958984375"
"80","0.0439453125","0.0439453125","0.0439453125"
"90","0.0159912109375","0.0159912109375","0.0159912109375"
"100","0.06005859375","0.06005859375","0.06005859375"
"110","0.036865234375","0.036865234375","0.036865234375"
"120","0.03955078125","0.03955078125","0.03955078125"
"130","0.05908203125","0.05908203125","0.05908203125"
"140","0.034912109375","0.034912109375","0.034912109375"
"150","0.042724609375","0.042724609375","0.042724609375"
"160","0.0263671875","0.0263671875","0.0263671875"
"170","0.047119140625","0.047119140625","0.047119140625"
"180","0.06005859375","0.06005859375","0.06005859375"
"190","0.04443359375","0.04443359375","0.04443359375"
"200","0.04150390625","0.04150390625","0.04150390625"
"210","0.04443359375","0.04443359375","0.04443359375"
"220","0.0155029296875","0.0155029296875","0.0155029296875"
"230","0.0216064453125","0.0216064453125","0.0216064453125"
"240","0.0262451171875","0.0262451171875","0.0262451171875"
"250","0.037109375","0.037109375","0.037109375"
"260","0.033447265625","0.033447265625","0.033447265625"
"270","0.04833984375","0.04833984375","0.04833984375"
"280","0.0390625","0.0390625","0.0390625"
"290","0.02978515625","0.02978515625","0.02978515625"
"300","0.031494140625","0.031494140625","0.031494140625"
"310","0.11181640625","0.11181640625","0.11181640625"
"320","0.031494140625","0.031494140625","0.031494140625"
"330","0.0439453125","0.0439453125","0.0439453125"
"340","0.029052734375","0.029052734375","0.029052734375"
"350","0.041015625","0.041015625","0.041015625"
"360","0.036376953125","0.036376953125","0.036376953125"
"370","0.052978515625","0.052978515625","0.052978515625"
"380","0.06494140625","0.06494140625","0.06494140625"
"390","0.0245361328125","0.0245361328125","0.0245361328125"
"400","0.023681640625","0.023681640625","0.023681640625"
"410","0.03369140625","0.03369140625","0.03369140625"
"420","0.037841796875","0.037841796875","0.037841796875"
"430","0.039794921875","0.039794921875","0.039794921875"
"440","0.06640625","0.06640625","0.06640625"
"450","0.024169921875","0.024169921875","0.024169921875"
"460","0.03466796875","0.03466796875","0.03466796875"
"470","0.04052734375","0.04052734375","0.04052734375"
"480","0.0301513671875","0.0301513671875","0.0301513671875"
"490","0.0283203125","0.0283203125","0.0283203125"
"500","0.0281982421875","0.0281982421875","0.0281982421875"
"510","0.0235595703125","0.0235595703125","0.0235595703125"
"520","0.0211181640625","0.0211181640625","0.0211181640625"
"530","0.0225830078125","0.0225830078125","0.0225830078125"
"540","0.0294189453125","0.0294189453125","0.0294189453125"
"550","0.048828125","0.048828125","0.048828125"
"560","0.02734375","0.02734375","0.02734375"
"570","0.034912109375","0.034912109375","0.034912109375"
"580","0.0322265625","0.0322265625","0.0322265625"
"590","0.02099609375","0.02099609375","0.02099609375"
"600","0.03515625","0.03515625","0.03515625"
"610","0.030029296875","0.030029296875","0.030029296875"
"620","0.032958984375","0.032958984375","0.032958984375"
"630","0.01513671875","0.01513671875","0.01513671875"
"640","0.03759765625","0.03759765625","0.03759765625"
"650","0.0546875","0.0546875","0.0546875"
"660","0.0263671875","0.0263671875","0.0263671875"
"670","0.06298828125","0.06298828125","0.06298828125"
"680","0.033447265625","0.033447265625","0.033447265625"
"690","0.0296630859375","0.0296630859375","0.0296630859375"
"700","0.034423828125","0.034423828125","0.034423828125"
"710","0.0234375","0.0234375","0.0234375"
"720","0.0303955078125","0.0303955078125","0.0303955078125"
"730","0.0194091796875","0.0194091796875","0.0194091796875"
"740","0.03369140625","0.03369140625","0.03369140625"
"750","0.038818359375","0.038818359375","0.038818359375"
"760","0.036376953125","0.036376953125","0.036376953125"
"770","0.0859375","0.0859375","0.0859375"
"780","0.024169921875","0.024169921875","0.024169921875"
"790","0.0233154296875","0.0233154296875","0.0233154296875"
"800","0.01806640625","0.01806640625","0.01806640625"
"810","0.031494140625","0.031494140625","0.031494140625"
"820","0.0211181640625","0.0211181640625","0.0211181640625"
"830","0.0218505859375","0.0218505859375","0.0218505859375"
"840","0.045654296875","0.045654296875","0.045654296875"
"850","0.038330078125","0.038330078125","0.038330078125"
"860","0.06787109375","0.06787109375","0.06787109375"
"870","0.031982421875","0.031982421875","0.031982421875"
"880","0.0281982421875","0.0281982421875","0.0281982421875"
"890","0.0269775390625","0.0269775390625","0.0269775390625"
"900","0.041259765625","0.041259765625","0.041259765625"
"910","0.058349609375","0.058349609375","0.058349609375"
"920","0.0286865234375","0.0286865234375","0.0286865234375"
"930","0.045654296875","0.045654296875","0.045654296875"
"940","0.0281982421875","0.0281982421875","0.0281982421875"
"950","0.037841796875","0.037841796875","0.037841796875"
"960","0.02880859375","0.02880859375","0.02880859375"
"970","0.02978515625","0.02978515625","0.02978515625"
"980","0.03857421875","0.03857421875","0.03857421875"
"990","0.02197265625","0.02197265625","0.02197265625"
"1000","0.028076171875","0.028076171875","0.028076171875"
"1010","0.068359375","0.068359375","0.068359375"
"1020","0.042724609375","0.042724609375","0.042724609375"
"1030","0.039306640625","0.039306640625","0.039306640625"
"1040","0.01708984375","0.01708984375","0.01708984375"
"1050","0.07275390625","0.07275390625","0.07275390625"
"1060","0.054443359375","0.054443359375","0.054443359375"
"1070","0.03564453125","0.03564453125","0.03564453125"
"1080","0.03857421875","0.03857421875","0.03857421875"
"1090","0.031494140625","0.031494140625","0.031494140625"
"1100","0.031982421875","0.031982421875","0.031982421875"
"1110","0.06640625","0.06640625","0.06640625"
"1120","0.021728515625","0.021728515625","0.021728515625"
"1130","0.05322265625","0.05322265625","0.05322265625"
"1140","0.019287109375","0.019287109375","0.019287109375"
"1150","0.0167236328125","0.0167236328125","0.0167236328125"
"1160","0.0257568359375","0.0257568359375","0.0257568359375"
"1170","0.033203125","0.033203125","0.033203125"
"1180","0.04443359375","0.04443359375","0.04443359375"
"1190","0.044189453125","0.044189453125","0.044189453125"
"1200","0.046630859375","0.046630859375","0.046630859375"
"1210","0.08349609375","0.08349609375","0.08349609375"
"1220","0.039794921875","0.039794921875","0.039794921875"
"1230","0.01226806640625","0.01226806640625","0.01226806640625"
"1240","0.05126953125","0.05126953125","0.05126953125"
"1250","0.037841796875","0.037841796875","0.037841796875"
"1260","0.038330078125","0.038330078125","0.038330078125"
"1270","0.02197265625","0.02197265625","0.02197265625"
"1280","0.0272216796875","0.0272216796875","0.0272216796875"
"1290","0.0196533203125","0.0196533203125","0.0196533203125"
"1300","0.028564453125","0.028564453125","0.028564453125"
"1310","0.02734375","0.02734375","0.02734375"
"1320","0.0439453125","0.0439453125","0.0439453125"
"1330","0.0380859375","0.0380859375","0.0380859375"
"1340","0.031494140625","0.031494140625","0.031494140625"
"1350","0.056396484375","0.056396484375","0.056396484375"
"1360","0.04736328125","0.04736328125","0.04736328125"
"1370","0.022705078125","0.022705078125","0.022705078125"
"1380","0.0159912109375","0.0159912109375","0.0159912109375"
"1390","0.040771484375","0.040771484375","0.040771484375"
"1400","0.026123046875","0.026123046875","0.026123046875"
"1410","0.016357421875","0.016357421875","0.016357421875"
"1420","0.0225830078125","0.0225830078125","0.0225830078125"
"1430","0.0240478515625","0.0240478515625","0.0240478515625"
"1440","0.0283203125","0.0283203125","0.0283203125"
"1450","0.020263671875","0.020263671875","0.020263671875"
"1460","0.0223388671875","0.0223388671875","0.0223388671875"
"1470","0.043701171875","0.043701171875","0.043701171875"
"1480","0.041015625","0.041015625","0.041015625"
"1490","0.030517578125","0.030517578125","0.030517578125"
"1500","0.049072265625","0.049072265625","0.049072265625"
"1510","0.0703125","0.0703125","0.0703125"
"1520","0.0272216796875","0.0272216796875","0.0272216796875"
"1530","0.023193359375","0.023193359375","0.023193359375"
"1540","0.0181884765625","0.0181884765625","0.0181884765625"
"1550","0.01953125","0.01953125","0.01953125"
"1560","0.03857421875","0.03857421875","0.03857421875"
"1570","0.029296875","0.029296875","0.029296875"
"1580","0.0283203125","0.0283203125","0.0283203125"
"1590","0.0242919921875","0.0242919921875","0.0242919921875"
"1600","0.0242919921875","0.0242919921875","0.0242919921875"
"1610","0.0252685546875","0.0252685546875","0.0252685546875"
"1620","0.0289306640625","0.0289306640625","0.0289306640625"
"1630","0.036865234375","0.036865234375","0.036865234375"
"1640","0.0478515625","0.0478515625","0.0478515625"
"1650","0.0341796875","0.0341796875","0.0341796875"
"1660","0.041259765625","0.041259765625","0.041259765625"
"1670","0.0233154296875","0.0233154296875","0.0233154296875"
"1680","0.043212890625","0.043212890625","0.043212890625"
"1690","0.04052734375","0.04052734375","0.04052734375"
"1700","0.041015625","0.041015625","0.041015625"
"1710","0.0390625","0.0390625","0.0390625"
"1720","0.04931640625","0.04931640625","0.04931640625"
"1730","0.026123046875","0.026123046875","0.026123046875"
"1740","0.0380859375","0.0380859375","0.0380859375"
"1750","0.158203125","0.158203125","0.158203125"
"1760","0.03369140625","0.03369140625","0.03369140625"
"1770","0.0311279296875","0.0311279296875","0.0311279296875"
"1780","0.0301513671875","0.0301513671875","0.0301513671875"
"1790","0.01495361328125","0.01495361328125","0.01495361328125"
"1800","0.0228271484375","0.0228271484375","0.0228271484375"
"1810","0.0274658203125","0.0274658203125","0.0274658203125"
"1820","0.033935546875","0.033935546875","0.033935546875"
"1830","0.03173828125","0.03173828125","0.03173828125"
"1840","0.052978515625","0.052978515625","0.052978515625"
"1850","0.044677734375","0.044677734375","0.044677734375"
"1860","0.036376953125","0.036376953125","0.036376953125"
"1870","0.058837890625","0.058837890625","0.058837890625"
"1880","0.01708984375","0.01708984375","0.01708984375"
"1890","0.01708984375","0.01708984375","0.01708984375"
"1900","0.03515625","0.03515625","0.03515625"
"1910","0.050537109375","0.050537109375","0.050537109375"
"1920","0.0673828125","0.0673828125","0.0673828125"
"1930","0.0291748046875","0.0291748046875","0.0291748046875"
"1940","0.04443359375","0.04443359375","0.04443359375"
"1950","0.033447265625","0.033447265625","0.033447265625"
"1960","0.02734375","0.02734375","0.02734375"
"1970","0.0634765625","0.0634765625","0.0634765625"
"1980","0.02099609375","0.02099609375","0.02099609375"
"1990","0.0341796875","0.0341796875","0.0341796875"
"2000","0.036376953125","0.036376953125","0.036376953125"
"2010","0.0279541015625","0.0279541015625","0.0279541015625"
"2020","0.037109375","0.037109375","0.037109375"
"2030","0.03369140625","0.03369140625","0.03369140625"
"2040","0.043701171875","0.043701171875","0.043701171875"
"2050","0.03076171875","0.03076171875","0.03076171875"
"2060","0.0159912109375","0.0159912109375","0.0159912109375"
"2070","0.03466796875","0.03466796875","0.03466796875"
"2080","0.0308837890625","0.0308837890625","0.0308837890625"
"2090","0.041748046875","0.041748046875","0.041748046875"
"2100","0.0216064453125","0.0216064453125","0.0216064453125"
"2110","0.0615234375","0.0615234375","0.0615234375"
"2120","0.0654296875","0.0654296875","0.0654296875"
"2130","0.0361328125","0.0361328125","0.0361328125"
"2140","0.06298828125","0.06298828125","0.06298828125"
"2150","0.025146484375","0.025146484375","0.025146484375"
"2160","0.017578125","0.017578125","0.017578125"
"2170","0.01141357421875","0.01141357421875","0.01141357421875"
"2180","0.038818359375","0.038818359375","0.038818359375"
"2190","0.02197265625","0.02197265625","0.02197265625"
"2200","0.026611328125","0.026611328125","0.026611328125"
"2210","0.050048828125","0.050048828125","0.050048828125"
"2220","0.046142578125","0.046142578125","0.046142578125"
"2230","0.0194091796875","0.0194091796875","0.0194091796875"
"2240","0.027099609375","0.027099609375","0.027099609375"
"2250","0.036865234375","0.036865234375","0.036865234375"
"2260","0.0517578125","0.0517578125","0.0517578125"
"2270","0.038330078125","0.038330078125","0.038330078125"
"2280","0.029541015625","0.029541015625","0.029541015625"
"2290","0.0230712890625","0.0230712890625","0.0230712890625"
"2300","0.0247802734375","0.0247802734375","0.0247802734375"
"2310","0.0230712890625","0.0230712890625","0.0230712890625"
"2320","0.01336669921875","0.01336669921875","0.01336669921875"
"2330","0.0205078125","0.0205078125","0.0205078125"
"2340","0.07568359375","0.07568359375","0.07568359375"
"2350","0.03515625","0.03515625","0.03515625"
"2360","0.0257568359375","0.0257568359375","0.0257568359375"
"2370","0.032470703125","0.032470703125","0.032470703125"
"2380","0.01513671875","0.01513671875","0.01513671875"
"2390","0.02978515625","0.02978515625","0.02978515625"
"2400","0.02783203125","0.02783203125","0.02783203125"
"2410","0.01513671875","0.01513671875","0.01513671875"
"2420","0.021728515625","0.021728515625","0.021728515625"
"2430","0.0301513671875","0.0301513671875","0.0301513671875"
"2440","0.0279541015625","0.0279541015625","0.0279541015625"
"2450","0.0159912109375","0.0159912109375","0.0159912109375"
"2460","0.021484375","0.021484375","0.021484375"
"2470","0.031982421875","0.031982421875","0.031982421875"
"2480","0.0189208984375","0.0189208984375","0.0189208984375"
"2490","0.0263671875","0.0263671875","0.0263671875"
"2500","0.0252685546875","0.0252685546875","0.0252685546875"
"2510","0.02783203125","0.02783203125","0.02783203125"
"2520","0.027099609375","0.027099609375","0.027099609375"
"2530","0.033447265625","0.033447265625","0.033447265625"
"2540","0.050537109375","0.050537109375","0.050537109375"
"2550","0.0301513671875","0.0301513671875","0.0301513671875"
"2560","0.06298828125","0.06298828125","0.06298828125"
"2570","0.050048828125","0.050048828125","0.050048828125"
"2580","0.03173828125","0.03173828125","0.03173828125"
"2590","0.05322265625","0.05322265625","0.05322265625"
"2600","0.03466796875","0.03466796875","0.03466796875"
"2610","0.0257568359375","0.0257568359375","0.0257568359375"
"2620","0.053955078125","0.053955078125","0.053955078125"
"2630","0.020263671875","0.020263671875","0.020263671875"
"2640","0.0216064453125","0.0216064453125","0.0216064453125"
"2650","0.0177001953125","0.0177001953125","0.0177001953125"
"2660","0.034912109375","0.034912109375","0.034912109375"
"2670","0.0196533203125","0.0196533203125","0.0196533203125"
"2680","0.0283203125","0.0283203125","0.0283203125"
"2690","0.030517578125","0.030517578125","0.030517578125"
"2700","0.0654296875","0.0654296875","0.0654296875"
"2710","0.026611328125","0.026611328125","0.026611328125"
"2720","0.037841796875","0.037841796875","0.037841796875"
"2730","0.04345703125","0.04345703125","0.04345703125"
"2740","0.02587890625","0.02587890625","0.02587890625"
"2750","0.0257568359375","0.0257568359375","0.0257568359375"
"2760","0.028564453125","0.028564453125","0.028564453125"
"2770","0.0072021484375","0.0072021484375","0.0072021484375"
"2780","0.034423828125","0.034423828125","0.034423828125"
"2790","0.01416015625","0.01416015625","0.01416015625"
"2800","0.0242919921875","0.0242919921875","0.0242919921875"
"2810","0.025146484375","0.025146484375","0.025146484375"
"2820","0.0308837890625","0.0308837890625","0.0308837890625"
"2830","0.02880859375","0.02880859375","0.02880859375"
"2840","0.01043701171875","0.01043701171875","0.01043701171875"
"2850","0.033203125","0.033203125","0.033203125"
"2860","0.0269775390625","0.0269775390625","0.0269775390625"
"2870","0.04248046875","0.04248046875","0.04248046875"
"2880","0.02587890625","0.02587890625","0.02587890625"
"2890","0.0400390625","0.0400390625","0.0400390625"
"2900","0.05322265625","0.05322265625","0.05322265625"
"2910","0.072265625","0.072265625","0.072265625"
"2920","0.03857421875","0.03857421875","0.03857421875"
"2930","0.02001953125","0.02001953125","0.02001953125"
"2940","0.021728515625","0.021728515625","0.021728515625"
"2950","0.046875","0.046875","0.046875"
"2960","0.023681640625","0.023681640625","0.023681640625"
"2970","0.0186767578125","0.0186767578125","0.0186767578125"
"2980","0.053466796875","0.053466796875","0.053466796875"
"2990","0.031494140625","0.031494140625","0.031494140625"
"3000","0.03173828125","0.03173828125","0.03173828125"
"3010","0.0302734375","0.0302734375","0.0302734375"
"3020","0.02685546875","0.02685546875","0.02685546875"
"3030","0.0289306640625","0.0289306640625","0.0289306640625"
"3040","0.0224609375","0.0224609375","0.0224609375"
"3050","0.05810546875","0.05810546875","0.05810546875"
"3060","0.021728515625","0.021728515625","0.021728515625"
"3070","0.0225830078125","0.0225830078125","0.0225830078125"
"3080","0.0257568359375","0.0257568359375","0.0257568359375"
"3090","0.01446533203125","0.01446533203125","0.01446533203125"
